hearing_id,subject_id,question-response_number,question,response,q_emotion1,q_emotion2,q_emotion1_text,q_emotion1_intensity,q_emotion1_intensity_text,q_emotion1_confidence,q_emotion2_text,q_emotion2_intensity,q_emotion2_intensity_text,q_emotion2_confidence,r_emotion1,r_emotion2,r_emotion1_text,r_emotion1_intensity,r_emotion1_intensity_text,r_emotion1_confidence,r_emotion2_text,r_emotion2_intensity,r_emotion2_intensity_text,r_emotion2_confidence,a_emotion1,a_emotion2
CHRG-114hhrg20722,bKNm,35,"Thank you, Mr. Chairman. And thank you, General Lynch, for taking the time to be here with us today. You know, I get a sense that really we're in this political season, and there is so much disappointment on the Republican side in the country that they couldn't obviate the election through the legal process. You know, despite the fact that most of us--I mean, in the Congress--we use personal emails that are not official. I do, and I know many Members of this Committee on both sides of the aisle do that. And Secretary Clinton, like her predecessor before her, General Colin Powell, used a private email system for convenience. She has expressed the view that that was a mistake. I don't know that Colin Powell has. Certainly, we know from press reports that the official State Department email account was the subject of the worst-ever cyber intrusion of any Federal agency. What we don't know is whether her communications on a private email were actually more secure than had she used the State Department email system. But after over a year and $30 million or more across various agencies and congressional Committees investigating this matter, your agency has finally made the determination to follow the FBI's recommendation not to prosecute. And I think, you know, to some extent, we're beating a dead horse here for political reasons. And I think it's important because there are--to use your time here for other things. There are a lot of things that need attention that we're not giving attention to. And so I'd like to raise the issue--it may seem arcane, but it is really important--of the backlog in immigration courts. You know, we have had a massive expansion of immigration enforcement from 2003 to 2016. We increased the U.S. Border Patrol and Protection and ICE from $9.1 billion to $20.1 billion. That's a massive expansion. But, at the same time, we increased, in your department, the Office of Immigration Review and the immigration courts $199 million to $426 billion. We have a massive backlog right now. In Los Angeles, the backlog is 806 days to hear a matter in immigration court. In Chicago, it's 915 days; Denver, 983 days; Phoenix, 884 days. This is, I mean, really, years and years to hear your matter in court. And I'm wondering if you have--obviously, we need additional resources, but what are your thoughts of managing this just unconscionable workload for the immigration courts?","Thank you, Congressman, for raising that important issue. Certainly, with respect to the workload of the Executive Office for Immigration Review, their workload has increased significantly over the past several years due to the influx of those seeking to enter our country. We saw this problem begin several years ago, as you have noted. The backlog of more than 2 or 3 years is something that we had been noting and certainly back in 2014, EOIR decided to try and handle this matter by prioritizing certain types of cases and trying to work through that backlog. Particularly, along our southwest border--you mentioned Los Angeles. You mentioned Phoenix. Although Chicago reflects an influx of individuals who have chosen to move further north. But particularly along our southwest border, we have been trying to work on those backlogs. The additional resources we have with the assistance of Congress--and I thank the Members of this Committee and other Members for their support--we have been able to add additional resources to the immigration courts. We have, as far as 2016, hired 36 new immigration judges. We hired 20 new judges in 2015. And we have another approximately 100 judges going through the hiring process now. It is our hope that this will assist us in not only handling the priority issues, but dealing with the backlog that often results from the other areas that we have to pull resources from. We are always looking for ways to make the system more efficient, to make the system deal with the important issues raised in immigration courts, to protect our borders as well as to provide due process to those who are in immigration court.",Disapproval,,"so much disappointment on the Republican side [SEP] despite the fact that most of us--I [SEP] I don't know that Colin Powell has. [SEP] we don't know is whether her communications on a private email were actually more secure than had she used the State Department email system. [SEP] [SEP] after over a year and $30 million or more [SEP] to some extent, we're beating a dead horse here for political reasons. [SEP] a lot of things that need attention that we're not giving attention to. [SEP] We have a massive backlog right now. In Los Angeles, the backlog is 806 days [SEP] In Chicago, it's 915 days; Denver, 983 days; Phoenix, 884 days.",9,"really [SEP] so much disappointment [SEP] despite the fact [SEP] Certainly, [SEP] actually [SEP] [SEP] $30 million or more [SEP] beating a dead horse [SEP] massive expansion [SEP] In Chicago, it's 915 days; Denver, 983 days; Phoenix, 884 days. [SEP] [SEP] really, years and years [SEP] unconscionable",,,,,,Acceptance,,,7,"important issue. Certainly, [SEP] increased significantly [SEP] several years ago, as you have noted. [SEP] more than 2 or 3 years [SEP] Particularly,",90,,,,,Boredom,Distraction
CHRG-114hhrg20722,bKNm,36,"Thank you, Mr. Chairman. Madam Attorney General, I think you would agree that justice needs to be impartial, and the American people need to be reassured that the justice system is not rigged. And so I'd like to ask you a couple of questions about conversations you may or may not have had with Bill Clinton and Hillary Clinton. And the first is, have you had any conversations with either individual about the email investigation since you became Attorney General in April 2015?","Congressman, I have had no conversations about the email investigation with either of the Clintons since the investigation began or at any point in time.",Hostility,,"you would agree that justice needs to be impartial, [SEP] need to be reassured that the justice system is not rigged. [SEP] have you had any conversations with either individual about the email investigation since you became Attorney General in April 2015?",4,you would agree [SEP] need to be reassured that the justice system is not rigged.,80,,,,,Serenity,,,3,I have had no conversations about the email investigation with either of the Clintons since the investigation began or at any point in time.,50,,,,,Annoyance,Boredom
CHRG-114hhrg20722,bKNm,37,"Well, General Lynch, I think you would agree that the ultimate responsibility for a prosecutorial decision does not rest with the Federal Bureau of Investigation but with the Department of Justice, which you head. Have you not taken a close look at the work done by Director Comey, especially given the extreme national interest in this issue, to make a determination, yourself, whether you and those working for you agree or disagree with Director Comey?","As I've indicated, I received the recommendation of the team. And that team was composed of prosecutors and agents. It was a unanimous recommendation as to how to resolve the investigation.",Hostility,,"you would agree that the ultimate responsibility for a prosecutorial decision does not rest with the Federal Bureau of Investigation but with the Department of Justice, which you head. Have you not taken a close look at the work [SEP] to make a determination, yourself,",6,does not rest with [SEP] which you head. [SEP] especially given the extreme national interest,90,,,,,Annoyance,,,3,"As I've indicated, [SEP] recommendation of the team. [SEP] prosecutors and agents. [SEP] unanimous recommendation",50,,,,,Annoyance,Boredom
CHRG-114hhrg20722,bKNm,38,Is the legal prohibition against that other than the fact that you just don't have the same knowledge about the case that Director Comey had?,We typically actually do not provide the level of detail that Director Comey did. He chose to provide that level of information and detail.,Interest,,Is the legal prohibition against that other than the fact that you just don't have the same knowledge about the case that Director Comey had?,4,,70,,,,,Serenity,,,3,typically actually,50,,,,,Annoyance,Boredom
CHRG-114hhrg20722,bKNm,39,"Thank you very much. Last week, we saw more disturbing videos of police shooting of African-Americans, and we saw police officers killed in Dallas. And that was dreadful. The other side has made a point, my friends, to say people should know that nobody is above the law and all people are treated equally. Unfortunately, what we have seen is that African-Americans are not treated equally when it comes to deadly force and police officers in this country. And that's a more chilling reality than anything else that's been brought up here today. People's lives have been taken. This is a great problem. Black lives matter. Congressman Lacy Clay and I put forward a bill last year, the Police Training and Independent Review Act, H.R. 2302, to address two of the major issues that have been identified as necessary to help improve the relationship of police and citizens. The bill would withhold a portion of Federal funding unless police are trained on a range of important issues like racial and ethnic bias and cultural diversity. I know the DOJ recently announced it would train all its office agents to recognize implicit bias, so I know you are aware of the need of training. Our bill would also withhold a portion of Federal funding, unless police shootings that result in a death or injury are investigated and, if necessary, prosecuted independently. Asking a local prosecutor to investigate the same law enforcement agency they work with and provide them with witnesses is implicitly wrong. Like Caesar's wife, an individual should be a prosecutor beyond the appearance of impropriety. If a prosecutor does everything right, the action can still appear biased. If we are serious about restoring the sense of trust that we need to have with our citizenry, we need to eliminate this conflict of interest. As I know, as you've mentioned, a key part of President Obama's Task Force on 21st Century Policing calls for independent prosecutors. Campaign Zero, gaining a lot of credibility, also has called for the passage of this act. Congressman Clay and I have seen a surge of support. We now have 77 cosponsors. It has been endorsed by an unlikely a team maybe as the NAACP and the Chicago Tribune. Do you think that additional training for police and the use of independent prosecutors would help reduce violence between police and civilians and help restore a sense of trust in law enforcement?","Well, thank you for raising this important issue, Congressman. I think that the issue of the training that we at the Department of Justice provide for law enforcement as well as the training generated in the field is of utmost importance. And I will tell you that as I have, in fact, traveled the country on my community policing tour highlighting departments that are working on this very issue, I've seen some outstanding examples, in particular, of de-escalation training using various scenarios to start, literally, with the mindset of the officer and how they respond to certain situations. I have also been extremely encouraged by seeing law enforcement comment on many of the recent incidents that have been captured on video and talk about how training would or would not relate to those specific incidents. And I've been incredibly heartened by the growing sense of importance this issue has taken on within law enforcement itself. We have seen a number of, as I mentioned, of very, very positive programs involving training. We have seen, as I mentioned, not just the de-escalation but also training in the issues about the definitions of excessive force, the legal standards for excessive force. I have seen programs that break that down for officers, where we have seen----",Optimism,Remorse,to address two of the major issues that have been identified as necessary to help improve the relationship of police and citizens. [SEP] [SEP] also has called for the passage of this act. Congressman Clay and I have seen a surge of support. We now have 77 cosponsors. It has been endorsed by an unlikely a team maybe as the NAACP and the Chicago Tribune. [SEP] [SEP] additional training for police and the use of independent prosecutors would help reduce violence between police and civilians and help restore a sense of trust in law enforcement?,3,"Thank you very much. [SEP] important issues like racial and ethnic bias and cultural diversity. [SEP] [SEP] we are serious about restoring the sense of trust that we need to have with our citizenry, we need to eliminate this conflict of interest. [SEP] Campaign Zero, gaining a lot of credibility, also has called for the passage of this act. [SEP] surge of support.",40,,7,disturbing [SEP] killed [SEP] dreadful. [SEP] chilling reality [SEP] great problem.,100,Acceptance,,,3,"important [SEP] utmost importance. [SEP] in particular, [SEP] extremely [SEP] incredibly [SEP] very, very positive",100,,,,,Boredom,
CHRG-114hhrg20722,bKNm,40,"Thank you, Mr. Chairman. Thank you, Ms. Lynch, for appearing here today and for your service as Attorney General. I am sure that many of my Republican colleagues will spend their time discussing the over-hyped matter concerning Secretary Clinton's emails, but I am going to focus instead on more important issues facing this country. We're all sickened by the killings of Alton Sterling in Baton Rouge and Philando Castile outside of St. Paul. According to the ACLU, Mr. Castile was the 123rd African-American to be killed by law enforcement this year. That is, of course, no excuse for last week's vicious murders of five police officers in Dallas. But the knowledge that Mr. Sterling's and Mr. Castile's deaths come on the heels of a long list of senseless killings of Black men, women, and children whose encounters with the police might have gone differently had they not been Black must spur us to take action. ""Black Lives Matter"" is not a hashtag; it is an imperative. And I appreciate the work that you are doing and your department is doing in this regard, and I hope you'll keep us informed on that. But I want to go to a different matter, related, unfortunately. Exactly 1 month ago today, a lone gunman killed 49 people and wounded more than 50 others in an LGBT nightclub in Orlando. Mass shootings are now an all-too-common occurrence in this country. In 2016, there were 229 mass shootings, defined as shootings in which at least 4 people are shot. As you know, every day, on average, nearly 300 Americans are shot in murders, assaults, suicide attempts, accidents, and police actions. Forty-eight of them are children and teenagers. This is a distinctly American problem. More than 33,000 Americans lose their lives to gun violence each year. In the United Kingdom, in 2011, 146 deaths to gun violence; Denmark, 71; Portugal, 142; Japan, just 30; the United States, 33,000. You cannot tell me, no one can tell me, that the American people are a thousand times more mentally ill than people in these other countries. A recent study in the American Journal of Medicine found that, compared to 22 other high-income countries, the gun-related murder rate in the United States is 25 times higher. We have held exact--there is an epidemic of gun violence, and how has the majority in Congress responded? With emergency hearings about Hillary Clinton's and Lois Lerner's emails. We have held, of course, zero hearings on gun violence. We have passed no bills to address the issue. We have done nothing to require universal background checks. We continue to allow military-style assault weapons on our streets. We have not even prevented those on the no-fly list from purchasing guns. That's why I was proud to join John Lewis and nearly the entire Democratic Caucus in protesting the Republican Congress' abdication on this issue. Now, Ms. Lynch, what does the assassination of five Dallas police officers last week tell us about the NRA's favorite adage, ""The only thing that stops a bad guy with a gun is a good guy with a gun""? The police officers, after all, were armed. And what about, ""An armed society is a polite society""?","Well, Congressman, thank you for raising this important issue of gun violence in our society. I don't have a comment on the NRA's positions or statements.",Disapproval,,"spend their time discussing the over-hyped matter [SEP] sickened by the killings [SEP] no excuse for last week's vicious murders [SEP] on the heels of a long list of senseless killings [SEP] not a hashtag; it is an imperative. [SEP] [SEP] related, unfortunately. [SEP] Mass shootings are now an all-too-common occurrence in this country. [SEP] distinctly American problem. More than 33 Americans lose their lives to gun violence each year. [SEP] A recent study in the American Journal of Medicine found that, compared to 22 other high-income countries, the gun-related murder rate in the United States is 25 times higher. [SEP] [SEP] exact--there is an epidemic of gun violence, [SEP] how has the majority in Congress responded? With emergency hearings about Hillary Clinton's and Lois Lerner's emails. We have held, of course, zero hearings on gun violence. We have passed no bills to address the issue. We have done nothing to require universal background checks. [SEP] continue to allow military-style assault weapons on our streets. [SEP] not even prevented those on the no-fly list from purchasing guns. [SEP] what does the assassination of five Dallas police officers last week tell us about the NRA's favorite adage, ""The only thing that stops a bad guy with a gun is a good guy with a gun""? The police officers, after all, were armed. And what about, ""An armed society is a polite society""?",10,"over-hyped matter [SEP] more important [SEP] sickened [SEP] no excuse [SEP] [SEP] unfortunately. [SEP] all-too-common [SEP] nearly 300 [SEP] More than 33 Americans lose their lives to gun violence each year. In the United Kingdom, in 2011, 146 deaths to gun violence; Denmark, 71; Portugal, 142; Japan, just 30; the United States, 33 You cannot tell me, no one can tell me, that the American people are a thousand times more mentally ill [SEP] 25 times higher. [SEP] [SEP] how has the majority in Congress responded? [SEP] of course, zero [SEP] no bills to address the issue. [SEP] done nothing",100,,,,,Distraction,,,3,,50,"Well, Congressman, [SEP] I don't have a comment",,,,Boredom,Interest
CHRG-114hhrg20722,bKNm,41,"General Lynch, you keep mentioning this professional team of career professionals. Were there any political appointees on that team, any people who, in fact, did not work for the State Department--or did not work for the U.S. Attorney's Office prior to President Obama coming into office?","Well, my understanding, again, with respect to the team, typically, we don't go into the composition of it. It was led by our National Security Division, and everyone on the team was a career individual.",Interest,,keep mentioning this professional team of career professionals.,3,keep mentioning,20,,,,,Annoyance,,,1,"Well, [SEP] again, [SEP] don't",40,,,,,Boredom,
CHRG-114hhrg20722,bKNm,42,"Prohibition that can be cited here. On June 27, the Supreme Court of the United States gave your department a rather stellar rebuke in your prosecution of Governor Bob McDonnell. Having looked at that and the basis--that, essentially, your department launched everything you had against the Republican Governor, who everyone agreed had violated no State law. They took a Federal law--and you had cited looking at statute, relevant caselaw, and history. There was no relevant caselaw to suggest that setting up a meeting constituted a crime; no history, statutory history, that suggested it was a crime. And yet your department put everything it had in prosecuting that Governor. Having looked at what the Supreme Court has now said, do you believe that prosecution was a mistake?","Certainly, I believe that the prosecutors who worked on that matter investigated it, presented it to a grand jury, and received an indictment. We, of course, as presented in our papers before the Supreme Court----",Hostility,,"stellar rebuke in your prosecution [SEP] your department launched everything you had against the Republican Governor, who everyone agreed had violated no State law. [SEP] no relevant caselaw to suggest that setting up a meeting constituted a crime; [SEP] yet your department put everything it had in [SEP] do you believe that prosecution was a mistake?",5,"your [SEP] everything you had [SEP] you [SEP] no relevant caselaw to suggest that setting up a meeting constituted a crime; no history, statutory history, [SEP] yet your department [SEP] you [SEP] mistake?",50,,,,,Serenity,,,3,"Certainly, [SEP] We, of course,",,,,,,Boredom,
CHRG-114hhrg20722,bKNm,43,"Thank you. General Lynch, you and I worked together on a myriad of issues, and I have great respect for many parts of the work you do and the way you do it. So I'm going to take a tack that maybe is more appropriate to my own district and to the men and women there who are asking certain questions. And I will run you through some quick questions, and it is really for them to understand. You are obviously a skilled attorney. You took an oath. You are under a penalty of perjury as you speak today. You prepared for today so that you would be able to answer some of the critical questions, including, obviously, the ones you have been asked so far. Is that correct?","I try and be responsive to the Committee's questions, and I appreciate the information that staffers provide about what's of interest to the Committee so that we can have the information for you.",Friendliness,,"Thank you. General Lynch, you and I worked together on a myriad of issues, [SEP] great respect for many parts of the work you do and the way you do it. [SEP] it is really for them to understand. [SEP] obviously a skilled attorney.",8,together on a myriad [SEP] great respect [SEP] many parts,100,,,,,Friendliness,,,4,I try [SEP] and [SEP] appreciate,100,,,,,Boredom,
CHRG-114hhrg20722,bKNm,44,Okay. And have you had any conversation with either individual about your possibly serving in a Hillary Clinton administration?,"No, I've had no conversations with either individual--I've had no conversations with former Secretary Clinton on any topic at all. And in my conversation with the former President, there was no conversation on that nature at all.",Interest,,have you had any conversation with either individual about your possibly serving in a Hillary Clinton administration?,,Okay. [SEP] either individual,50,,,,,Disapproval,,,5,either individual--I've [SEP] no conversations [SEP] any topic at all. [SEP] no conversation on that nature at all.,100,,,,,Boredom,
CHRG-114hhrg20722,bKNm,45,Do you agree with the conclusion?,"And I accepted that recommendation. I saw no reason not to accept it. And, again, I reiterate my pride and faith in their work.",Interest,,Do you agree with the conclusion?,3,Do you,20,,,,,Acceptance,,,6,,100,,,,,Boredom,
CHRG-114hhrg20722,bKNm,46,"Is there any legal prohibition, or is that just a choice that you make in not disclosing that information?","Well, as indicated, we, obviously, are not allowed to discuss certain types of information, for example, grand jury information in any matter.",Interest,,"Is there any legal prohibition, or is that just a choice that you make in not disclosing that information?",3,"legal prohibition, or is that just a choice",20,,,,,Annoyance,,,6,"Well, as indicated, [SEP] obviously, [SEP] in any matter.",100,,,,,Boredom,
CHRG-114hhrg20722,bKNm,47,So do you think training is something--additional training would be important?,It is key.,Interest,,So do you think training is something--additional training would be important?,,something--additional training [SEP] important?,50,,,,,Acceptance,,,6,key.,100,,,,,Boredom,
CHRG-114hhrg20722,bKNm,48,"Well, what about that statement--never mind their position, but what do you think of the statement that the only thing that stops a bad guy with a gun is a good guy with a gun? Is that true? Does it work?","Congressman, I think the issue, as is usual, doesn't really lend itself well to aphorisms and short statements. And it's my hope that the work of many on this Committee and, indeed, throughout Congress in having the discussion that has begun on this issue will continue so that we can, in fact, continue to work on the serious issues of access to firearms in our society. Earlier this year, I did make several recommendations to the White House, which were accepted, for important ways for dealing with this issue, ranging from clarifying guidance on those who are engaged in the business and therefore must provide background checks for purchasers, ranging from clarifying rules on acquisitions of certain types of firearms and by those in certain business capacities, such as trusts. But also, as part of that, a very important part of that was a request for additional funding for ATF for more resources to deal with the information and the issues arising out of gun violence, as well as funding for HHS to deal with the issues of mental health that place so many Americans in jeopardy.",Interest,,what about that [SEP] what do you think of the statement,6,"statement--never mind their position, [SEP] Is that true? Does it work?",80,,,,,Acceptance,,,4,"as is usual, [SEP] indeed, [SEP] we can, in fact, [SEP] important ways [SEP] very important",100,,,,,Boredom,
CHRG-114hhrg20722,bKNm,49,"Again, I will ask the question with specificity. I'm not asking for names. Was there at least one person who was politically appointed that was on that team?",The investigative team was composed of career prosecutors and seasoned agents.,Interest,,I will ask the question with specificity. [SEP] at least one person who was politically appointed,7,"Again, [SEP] not asking for names. [SEP] at least one",100,,,,,Apprehension,,,9,The investigative team was composed of career prosecutors and seasoned agents.,50,,,,,Boredom,Interest
CHRG-114hhrg20722,bKNm,50,"You've not made in Secretary Clinton's case. Can you tell us now, looking at that and the way you interpreted that statute, was that a mistake?","Congressman, with respect to the investigation of the former Governor of Virginia, I don't have a comment on that. We have accepted the results of the Supreme Court----",Disapproval,,You've not made in Secretary Clinton's case. [SEP] mistake?,6,You've [SEP] looking [SEP] mistake?,100,,,,,Acceptance,,I don't have a comment on that. [SEP] accepted,3,accepted [SEP] Supreme Court----,50,,,,,Boredom,
CHRG-114hhrg20722,bKNm,51,Do you agree with Director Comey that Mrs. Clinton violated the Federal Records Act?,I actually don't recall Director Comey speaking on that point. I'd have to go back and check. So I don't have a comment on that.,Interest,,Do you agree with Director Comey that Mrs. Clinton violated the Federal Records Act?,4,Do you agree,20,,,,,Apprehension,,don’t recall [SEP] go back and check. [SEP] I don’t have a comment on that.,4,actually [SEP] have to,40,,,,,Boredom,
CHRG-114hhrg97630,r6N1,1,"Thank you very much, Chairman Goodlatte. Attorney General Lynch, I want to thank you again for speaking at my panel at this year's Congressional Black Caucus Legislative Forum. It was marvelous. At that event, you spoke about the breakdown in trust between law enforcement and the communities they serve. You also spoke about getting to the root of the problem with a comprehensive approach to training, to policy, and to research. Many of the law enforcement officers in attendance agreed with your comments. How are you planning on reaching out to the broader law enforcement community to promote these ideas?","Thank you, Congressman Conyers. This is, in fact, one of my top priorities as Attorney General. And I'm incredibly proud to say that the Department of Justice has already begun the type of outreach that I was discussing at that particular event. Through our COPS Office, in particular, the Community-Oriented Policing Service Office, we reach out directly to police departments across the country and offer technical assistance, we offer training, we offer peer-to-peer support. We have found that an incredibly effective way to share information within the law enforcement community is peer-to-peer, police-officer-to-police-officer, chief-to-chief. And so we work with the departments that have, in fact, made great strides in the area of police-community relations and seek to match them up with other departments who are having challenges in this area and who would be receptive to their input. I also, as I noted in my opening statement, have been on a six-city community policing tour. And as I talk with residents, with young people, elected leaders, I also talk with police officers. I do meet with chiefs and supervisors, but I also talk to the rank-and-file, the officers who are on the beats of our cities, to get their ideas as to what has worked in their city, as to why a positive relationship has developed in the cities where they have had challenges and where they have had struggles. I have listened to their stories of commitment and dedication and to their embrace of community policing and concern for residents as a program and policy that makes policing more efficient and that makes communities safer. And I'm incredibly proud to support those efforts.",Friendliness,Interest,thank you again for speaking [SEP] It was marvelous.,7,thank you again [SEP] It was marvelous.,98,,9,You also spoke about getting to the root of the problem,100,Acceptance,Optimism,,10,"Thank you, Congressman Conyers. This is, in fact, one of my top priorities as Attorney General. [SEP] [SEP] I have listened to their stories of commitment and dedication and to their embrace of community policing and concern for residents as a program and policy that makes policing more efficient and that makes communities safer.",100,"And so we work with the departments that have, in fact, made great strides in the area of police-community relations and seek to match them up with other departments who are having challenges in this area and who would be receptive to their input. I also, as I noted in my opening statement, have been on a six-city community policing tour. And as I talk with residents, with young people, elected leaders, I also talk with police officers.",9,I have listened to their stories of commitment and dedication and to their embrace of community policing and concern for residents as a program and policy that makes policing more efficient and that makes communities safer.,80,Acceptance,
CHRG-114hhrg97630,r6N1,2,Can we expect these prosecutions to go up as a result of that?,"Congressman, what we do is we look at the root causes of violence in a particular area. If, for example, the firearms were the main issue there, we would focus our efforts there. We follow the facts and the evidence.",Interest,Optimism,Can we expect,7,Can we expect,90,,9,prosecutions to go up as a result of that?,95,Apprehension,Friendliness,,8,"what we do is we look at the root causes [SEP] If, for example,",95,"Congressman, what we do is",10,"Congressman, what we do is we look",100,Acceptance,
CHRG-114hhrg97630,r6N1,3,"Well, the question I had is, do you believe that the law is unconstitutional, as Mr. Craig has opined in last week's Washington Post? And would you ignore the law based upon that argument?","Well, Mr. Congressman, I'm actually not familiar enough with Mr. Craig's analysis to comment on that. So I'm not able to comment on his views about the statute. Certainly, with respect to the existing state of the law, the Department of Justice is committed to fully following that. And the closure of Guantanamo Bay is being carried out in compliance with that law. And so I believe that it is the view of the Department that we would certainly observe the laws as passed by Congress and signed by the President. Only very rarely would we take the step of finding that an unconstitutional provision was something that we could not manage. We would, of course, seek to work with Congress and the Administration to resolve that issue.",Aggressiveness,Disapproval,"do you believe that the law is unconstitutional, [SEP] And would you ignore the law based upon that argument?",9,"do you believe that the law is unconstitutional,",90,,7,And would you ignore the law based upon that argument?,90,Acceptance,Friendliness,,8,"Certainly, with respect to the existing state of the law, the Department of Justice is committed to fully following that.",95,"Well, Mr. Congressman, I'm actually not familiar enough with Mr.",9,,95,Acceptance,
CHRG-114hhrg97630,r6N1,4,"Okay. Again, 2 U.S.C. 194 states that it shall be the duty of the relevant U.S. attorney to bring before the grand jury. The U.S. attorney did not do so. Is it your opinion that ""shall do"" in a law passed by both houses of the Congress and signed by the President is a discretion?","Congressman, I believe that the matter was reviewed by the former U.S. attorney.",Aggressiveness,Annoyance,"Okay. Again, 2",10,"Okay. Again,",100,,10,"Is it your opinion that ""shall do"" in a law passed",90,Boredom,Friendliness,,6,I believe that,75,"Congressman,",6,"Congressman,",80,Aggressiveness,Boredom
CHRG-114hhrg97630,r6N1,5,"Let me ask you this. The Department of Homeland Security Office of Inspector General has done an analysis of--we have many people from Central America in particular who are seeking asylum. And what he reports, that there is a review called Operation Streamline that found that the Department of Justice has actually prosecuted asylum seekers for illegal entry before their asylum case is heard. And it seems to me that while not only does that violate the requirements of international law, but it doesn't seem like an efficient use of resources. If someone gains asylum under the law, then their prosecution would not be very pertinent. And I'm wondering, have you reviewed that IG's report yet?","I have not reviewed that specific IG's report. What I can tell you is that the prosecution and apprehension of individuals at the border is one to which not just the Department, but the specific U.S. attorneys in those border States devote significant time and attention. And steps are taken at the initial level to try and ensure that those who are seeking asylum are handled appropriately and that those who are coming in for other intents and purposes are handled through the immigration law system and often the criminal law system.",Aggressiveness,Optimism,Let me ask you this.,8,Let me ask you this.,8,,8,"And what he reports, that there is a review called Operation Streamline that found that the Department of Justice has actually prosecuted asylum seekers for illegal entry before their asylum case is heard.",80,Acceptance,Interest,,8,What I can tell you is that the,95,And steps are taken at the initial level to,10,And steps are taken at the initial level to,95,Acceptance,Friendliness
CHRG-114hhrg97630,r6N1,6,"Well, the Senate Finance Committee released a bipartisan report in August of this year finding that the IRS abused conservative applicants for nonprofit status--I repeat, abused applicants. Did you read that report?","I have not had occasion to read that report, Congressman.",Aggressiveness,Annoyance,"status--I repeat,",10,"status--I repeat,",100,,8,"status--I repeat, abused applicants. Did you read that report?",90,Acceptance,Awe,,8,"I have not had occasion to read that report, Congressman.",90,"I have not had occasion to read that report, Congressman.",9,"I have not had occasion to read that report, Congressman.",90,Annoyance,Awe
CHRG-114hhrg97630,r6N1,7,Some of the laws that may have been violated come under your jurisdiction. Are you aware of any investigation by DOJ into that matter or not?,I'm not able to comment at this time. I would certainly provide information to you.,Aggressiveness,Annoyance,matter or not?,10,matter or not?,100,,10,Are you aware of any investigation by DOJ into that matter or not?,90,Acceptance,Interest,,10,I would certainly,100,not able to comment [SEP] I would certainly provide information,10,not able to comment at this time. I would certainly provide information,95,Acceptance,
CHRG-114hhrg97630,r6N1,8,"Thank you, Mr. Chairman. Madam Attorney General, under this Administration the number of sanctuary cities has doubled to about 340 jurisdictions. As a result, many innocent Americans have been killed. What are you doing to discourage jurisdictions from claiming sanctuary status?","I'm sorry, the last part of your question, Congressman?",Acceptance,Aggressiveness,"under this Administration the number of sanctuary cities has doubled to about 340 jurisdictions. As a result, many innocent Americans have been killed.",10,"under this Administration the number of sanctuary cities has doubled to about 340 jurisdictions. As a result, many innocent Americans have been killed.",100,,10,What are you doing to discourage jurisdictions from claiming sanctuary status?,100,Disapproval,Distraction,,10,"I'm sorry, the last part of your question,",90,"I'm sorry, the last part of your question, Congressman?",10,"I'm sorry, the last part of your question, Congressman?",90,Acceptance,
CHRG-114hhrg97630,r6N1,9,"Thank you, General Lynch. We will now proceed under the 5-minute rule with questions for the witnesses, and I'll begin by recognizing myself. Yesterday, a video reportedly linked to ISIS was posted stating that, ""As we struck France in the center of its abode in Paris, then we swear that we will strike America at its center in Washington."" Now, there is little doubt that ISIS views the United States and the West as a strategic enemy, and there is little doubt that our immigration laws, our lawful immigration laws, have been abused on a number of occasions by people intending to perpetrate harm against the United States. Do you agree with what your own FBI Director, James Comey, told this Committee regarding the inability to adequately vet and confirm the true identity because of the lack of information, databases, law enforcement resources, intelligence resources, and military resources available to us in Syria of Syrians who have applied for refugee resettlement in the United States?","Thank you, Mr. Chairman. With respect to that important issue, as I've indicated, the most important priority of the Department of Justice is the protection of the American people. And, certainly, national security and terrorism are one of my own top priorities and certainly an area of concern for all of us. That is certainly our main concern. At the same time, we do have a system for allowing not just immigration but refugee entrance into the country. As the FBI Director has noted, there is a process in place that allows for significant vetting of refugees from all countries.",Aggressiveness,Annoyance,"Do you agree with what your own FBI Director, James Comey, told this Committee regarding the inability to adequately vet and confirm the true identity because of the lack of information, databases, law enforcement resources, intelligence resources, and military resources available to us in Syria of Syrians who have applied for refugee resettlement in the United States?",10,"Do you agree with what your own FBI Director, James Comey, told this Committee regarding the inability to adequately vet and confirm the true identity because of the lack of information, databases, law enforcement resources, intelligence resources, and military resources available to us in Syria of Syrians who have applied for refugee resettlement in the United States?",95,,10,"Now, there is little doubt that ISIS views the United States and the West as a strategic enemy, and there is little doubt that our immigration laws, our lawful immigration laws, have been abused on a number of occasions by people intending to perpetrate harm against the United States.",98,Acceptance,Distraction,,10,"With respect to that important issue, as I've indicated, the most important priority of the Department of Justice",100,"At the same time, we do have a system for allowing not just immigration but refugee entrance into the country.",8,"At the same time, we do have a system for allowing not just immigration but refugee entrance into the country.",80,Acceptance,
