hearing_id,subject_id,question-response_number,question,response,q_emotion1,q_emotion2,q_emotion1_text,q_emotion1_intensity,q_emotion1_intensity_text,q_emotion1_confidence,q_emotion2_text,q_emotion2_intensity,q_emotion2_intensity_text,q_emotion2_confidence,r_emotion1,r_emotion2,r_emotion1_text,r_emotion1_intensity,r_emotion1_intensity_text,r_emotion1_confidence,r_emotion2_text,r_emotion2_intensity,r_emotion2_intensity_text,r_emotion2_confidence,a_emotions
CHRG-115hhrg25545,XJrB,21,"Thank you, Mr. Chairman. And welcome, Secretary. I am from Mississippi, and as you are aware, the conditions in cotton country just aren't good right now. And I know that the Chairman started out with that, but farmers in my state are telling me that they can't make it through another year without some relief from somewhere. I can't overemphasize how important this is because, as you know, Secretary, once we lose that cotton infrastructure, you just can't go back and re-get it there. And so I just want to make sure that you are going to explore all the options that you can to work with us, to take care of our cotton farmers so that we don't lose the ability to produce cotton in the future?","I will commit to you to do that. Certainly, the disappointment in the latest budget issues was kind of a tough slug for us because it limits my opportunities, limits my ability extremely there. But I have committed to the Chairman, you know that he is concerned about that, to do anything we can from the USDA to help relieve that.",Apprehension,Optimism,,3,,100,,10,,100,Remorse,Optimism,,3,,50,,3,,30,"('Disapproval', 'Remorse')"
CHRG-115hhrg25545,XJrB,22,Any updates on Japan?,"Japan, again, Secretary Ross, the President obviously asked me to write him a letter that he could write a note to the President, when he met with the President of Japan, to indicate again the protocols that we need to do to get back into there as well.",Interest,,,10,,100,,,,,Serenity,,,3,,10,,,,,"('Pensiveness',)"
CHRG-115hhrg25545,XJrB,23,"I want to follow up on a question that Representative Bustos asked earlier. In my different roles in the State of Delaware, one of them was as state personnel director. When you talked about the reorganization and the realignment, I was interested specifically in the Under Secretary position for Rural Development. And I know that it is one that carries significant weight. You talked about it as well, the different responsibilities, and now pulling it closer to your office. And I just was hoping you could clarify, it is my understanding that there are many functions that the Under Secretary is legally able to perform, that a special assistant would not be able to perform. Is that correct?","I am not familiar with that. I don't know that that would have influenced my decision, had I thought that. With the Assistant Secretary reporting directly to me, I can't believe that that would be diminished. You are going to have directors in the three areas of Rural Development, with utilities service, water, and community facilities. You will still have directors in that, with the same subagency mission areas there. My expectation is that those people will continue to report to the Assistant Secretary. If their powers or influence or ability to operate are diminished, we will just have to figure out how we resolve that.",Apprehension,Interest,,7,,100,,10,,100,Apprehension,,,10,,100,,,,,"('Apprehension',)"
CHRG-115hhrg25545,XJrB,24,"It has been just a couple of weeks since we toured some of the devastation in my district. Let me thank you for your responsiveness, your Department's responsiveness, and your personal attention on that issue. I think our 100 year floods are coming a little more frequently than every 100 years. This is our third in 6 years, you saw that yourself. And I guess, as I mentioned before, and has been talked about here, crop insurance is an important component, no question about it, but as it applies to rice the practical to replant provision there has really added more confusion than clarity. And so I am hoping that you can, and I am certain that you will work with us on actually trying to provide some flexibility on that because, as you know, after May 15 it is strictly not practical to replant rice and expect a yield, so having some alternative would be much appreciated?","Congressman, I agree with you. You know that those contracts are set and it can't be changed for this incident, this tragedy that just happened, but the RMA has learned from that, and certainly on some of these dates on practical replant, makes a huge difference for guarding yield production, the quality of seed, the hybrid seed, and other things, the chemicals that are linked with that. You will see, and I will commit to you that you will see some changes in the RMA practical dates, going forward, for the 2018 contract.",Apprehension,Optimism,,7,,100,,10,,100,Remorse,Optimism,,1,,50,,7,,50,"('Optimism', 'Remorse')"
CHRG-115hhrg25545,XJrB,25,"Thank you, Mr. Chairman. And welcome, Mr. Secretary. It is really great to have you here, and I hope things are going well for you in your transition. And it is also very heartening to hear the colleagues that you know the best; our Georgia colleagues, that have welcomed you here today, and the nonpartisan way which everybody likes working with you. That is a really good indicator compared to some of the things going on around this town. There are so many issues here, and I am hoping, of course, that we see a rebound in ag commodities at the farm gate there, and then we can see exports are expected to come back up a little bit from a peak of just a few years ago. We have a lot of issues going on. I have a northern California district, top of the state, and one of the things that we are very, very, concerned about is USDA's oversight of the Forest Service and the need to be much better managing our Federal lands, and moving more into biomass using this over-inventory we have of forest products, so that really need to be managed much better, as we have wildfires every year and we need to incentivize the biomass situation. So as we work on the Federal land issue, what do you think we can do to grow the markets for biomass, have more economic activity that would be jobs right in our own backyard, for material that needs to be moved right out of our backyard, for private land and Federal land? What do you think we can do more in that area for biomass?","One of the things that has not been talked about in our realignment, reorganization had to do with aligning NRCS and their mission area with FSA. That leaves NRE really with the responsibility of managing our U.S. Forest Service. That is where over 1/3 of the employees in USDA are, and that is, frankly, where some of the biggest challenges have come from. We face litigation, we face NEPA challenges, and other kinds of things in order to utilize the renewable resources on all of our millions of acres out here; northern California and many other states, to do that. Actually, that means jobs as well. The good news, the fact is a healthy forest is less vulnerable to fire, and you all know that the fire budget has kind of gotten upside down in the Forest Service. We are spending more to fight fires than we are to prevent fires. We hope to get that corrected with your help and reestablished. But I believe, again, a mission area that is focused directly on utilizing the renewable aspects; whether it is deadfall going into biomass, or recovering these trees that might be down, they have a certain period of time that you can harvest them and they would be good lumber, to get ahead of that curve. The challenge is right now so much of that budget is spent in suppression rather than prevention, and we have to get ahead of that. But that is my desire.",Friendliness,Optimism,,3,,50,,10,,100,Apprehension,Optimism,,3,,10,,5,,70,"('Optimism', 'Remorse')"
CHRG-115hhrg25545,XJrB,26,"Thank you, Mr. Chairman. Mr. Perdue, certainly, as another fellow veterinarian, as Mr. Yoho said, we are glad to have you, as a fellow farmer we are glad to have you, and I am sure General Bacon, who is sitting right in front of me, as an Air Force veteran, is glad that he has a fellow Air Force veteran sitting in your chair. We are so happy. We certainly look for a close relationship. And for a man that, as Governor, stood on the Capitol steps during a severe drought and prayed for rain, and then shortly thereafter addressed record flooding, I definitely want to be closer to you if things go south. So you have answered certainly most of my questions. The Chairman had one on the cottonseed issue, and that is very near and dear to me in Louisiana. The Ranking Member brought up the State Director of Rural Development and FSA, when they would be filled. And then Mr. Crawford brought up the practical to replant issue, which hit us right between the eyes in Louisiana with the flooding last year. I appreciate you addressing all those issues. The quick question I do want to ask is that, with furrow irrigation rice, your agency has allowed that to become an insured crop, and in Louisiana we certainly appreciate that. As you know, with the furrow irrigated rice they tend to use the blast resistant seed. And for those here that don't know what that is, it is a fungus that affects rice and just devastates yields. And if they use that seed; that blast resistant seed, production goes up, yield per acre, and certainly water usage goes down, so it is a great thing. My question is when can we expect final approval of this process to take place?","Congressman, you have me under water on your rice production right now.",Friendliness,Optimism,,10,,100,,10,,100,Remorse,,,10,,100,,,,,"('Remorse',)"
CHRG-115hhrg25545,XJrB,27,"Yes, we have the legislation, it is just a matter of authorizing the expenditure on that. And I would like to offer an invitation to you to come see the locks and dam system along the Mississippi River. That is the entire western border of my district is the Mississippi, and seeing the locks and dams that were built in the 1930s that really need a lot of attention. But we would love to have you come and visit us, so consider that an invitation. Quickly shifting gears, yesterday the Joint Economic Committee released a report outlining many of the economic challenges in rural America, which I would like to have entered into the record. But I would also like to acknowledge something that Congresswoman Fudge said earlier, that I am concerned about the Trump Administration budget that calls for a 21 percent cut in USDA, including eliminating Rural Development's water infrastructure programs, and the Rural Business--Cooperative Service. Just a big concern. And that can be echoed, you will probably hear some other questions from my colleagues here. But the reorganization also eliminates the Rural Development mission area entirely, as well as the Senate-confirmed Under Secretary, which you have addressed for a moment. But it is my understanding that you have already submitted the reorganization plan to Congress for the mandatory 30 day notification period, however, just today, you sought public comment through a Federal Register notice on the proposal. I was wondering about the formal reorganization plan sent to Congress, why that was presented to Congress before seeking feedback from the impacted stakeholders. Just your thought on kind of that order of that?","I am not sure I can answer that question specifically, other than that I have given my vision, and we are progressing in the protocol, as I understand it, directed by our General Counsel to implement this. I visited with your Chairman and Ranking Member here, the Chairman and Ranking Member of Ag Appropriations to let them know of my plans and to do that. I may not be as attuned to the Federal requirements of permission as they are, but all I know is my heartbeat is to make good and to do well, and to make sure USDA continues to serve the best way. I can't answer the specific process question that you asked.",Friendliness,Apprehension,,3,,50,,10,,100,Remorse,Pensiveness,,3,,50,,10,,100,"('Apprehension', 'Optimism')"
CHRG-115hhrg25545,XJrB,28,"Okay. And then the final thing is, several stakeholders are contacting me about your reorganization plans for replacing the USDA Under Secretary for Rural Development, and what can you do, and are you listening to their fears, are you listening to them, and what are you doing to alleviate some of those fears?","The fears are that the proof is in the pudding, and will it be held accountable. We have talked about it a good bit in here this morning about how I view it as an elevation with influence and access in Rural Development, rather than just a title. It is unfortunate that the media chose to portray it as a diminishment of the importance of Rural Development, and that is not the case. We are doing everything we can to persuade people and, again, we are willing to be shown, I am an output kind of guy, so wait and watch and see what I do. And that is what I would tell your producers is that I have brought this up, and I am convinced the fellow wants to do more, not less.",Apprehension,,,10,,100,,,,,Optimism,,,10,,100,,,,,"('Optimism',)"
CHRG-115hhrg25545,XJrB,29,"All right. And, Secretary, as you know, the nation's poultry industry has been reeling from devastating outbreaks of High-Path Avian Influenza the past several years, most recently which occurred in my district. A GAO report released last week highlighted that USDA has taken significant steps to respond to the crisis, but few ways to determine the effectiveness of these steps. In your opinion, how can our farmers enhance biosecurity and make their livestock less susceptible to the introduction of disease?","As indicated earlier in my testimony, I am very, very pleased with the reaction of your Tennessee State authorities in conjunction with our USDA APHIS people over the containment of the recent outbreak in south central Tennessee. I thought that was the way the system should work. There was very timely action toward depopulation and eliminating the potential spread of that disease, and it has been long enough now that if that had not been effective, we would have seen that. I think the system is working. We learned a lot from 2015, and your State of Alabama and the State of Georgia all collaborated very, very well to make sure that the High-Path AI was contained. I think we are making progress. Can we do better? We can always do better.",Interest,,,10,,100,,,,,Optimism,,,10,,100,,,,,"('Optimism',)"
CHRG-115hhrg25545,XJrB,30,Great. Maybe we can follow up just to clarify that after the fact?,Sure.,Interest,,,10,,100,,,,,Submission,,,10,,100,,,,,"('Optimism',)"
CHRG-115hhrg25545,XJrB,31,"I appreciate that. And I also want to thank you for your comments during your confirmation hearing with regard to Cuba. I think that is very important, and we have had a chance to visit about that, the value proposition that presents for U.S. farmers and ranchers. And I know at this point the White House is right now undergoing a Cuba policy review, and considering whether or not to reverse course on our recent expansion of relations with Cuba. I hope that you will be a vocal advocate on that score so that when they do develop that policy, that it would be inclusive on the ag front?","Well, certainly, the financial policy that you all are faced is beyond my pay grade, but someone said it earlier, if our folks grow it, I want to sell it. And they eat in Cuba as well.",Optimism,,,10,,100,,,,,Optimism,Serenity,,10,,100,,10,,100,"('Optimism', 'Pensiveness', 'Serenity')"
CHRG-115hhrg25545,XJrB,32,"California is number one in medium grade. Thank you for meeting the California folks earlier this week as well too; for rice. We just need a little more help in the exports on that, getting more of that product into Japan. There was a lot of disappointment over the TPP with only opening up another 50,000 tons, which I and about seven other growers could grow that ourselves. That didn't mean a whole lot, so maybe as that comes back around, we can see a little more entry for rice as well as other exports. Last, I would just like to hear what you think on this. We did hear a little mention of SNAP earlier. We have had a lot of hearings on that during this last year. Very comprehensive. And it keeps coming up the issue of SNAP, which is a program this Committee very strongly supports, but the way it is targeted, and there are a lot of issues with some of the products SNAP is being used for; soda and candy, and things like that, that aren't generally healthy, where the original intent was ag products that come from here. Could you just touch in general on what you feel the direction should be with SNAP, and what kind of products we should be using with that? Thank you.","Well, our desire as parents and grandparents is that the people who take advantage of SNAP would use them for healthy food products. That is the balance: on what level do we want to become a nanny state of directing how, and what, people feed their families. That is the challenge for that. And I probably lean more to the laissez-faire rather than a prescriptive in that area, from a perspective of not wanting, if parents and people who use the SNAP benefits are not doing that at home, I don't know that we can corral them enough with restrictions in SNAP to make them do that. It is a really dicey issue of how we do that. We try to do it through education and through examples, and allowing SNAP to be used at local farmers' markets and making sure in our school program that the free vegetables and fruits are there so our kids can get used to that, and hopefully won't ask Mom and Dad for more of the other than they would healthy things. Someone mentioned earlier, and I wanted to comment on it then, but we have a serious obesity problem in our youth. How do we not only get a good nutrition program, but how do we get a good activity program going as well. All of that is complicated, complex, but it needs to be all of our business about that.",Apprehension,Interest,,10,,100,,7,,100,Optimism,Pensiveness,,10,,100,,5,,70,"('Optimism', 'Pensiveness')"
CHRG-115hhrg25545,XJrB,33,"Okay, fair enough. And just one other quick question then, on my sugar farmers, RMA has kicked their crop insurance premiums up about 45 percent. And I have talked to my Farm Bureau people and they don't have any actuarial numbers to explain that increase. Does your agency yet have a reason as to why the sugar farmers got that increase and their premiums went up?","Again, we can get you the answer. The RMA has a board, as you know, that is responsible for setting the actuarial risk tolerances in that, and that is part of USDA, and you and your farmers, your constituents have a right to that answer. I am hoping the answer would be that it is actuarially risk-based, and that is what has been demonstrated. If that is the case then it is hard to argue with that, but we will find an answer out for that as well.",Disapproval,Interest,,10,,100,,10,,100,Remorse,Pensiveness,,10,,100,,7,,100,"('Remorse',)"
CHRG-115hhrg25545,XJrB,34,"We still want to hear you. All right, well, I am hoping that you will listen to that feedback that is offered, and I am sure you will. The other thing is, will someone in your office take on the day-to-day management responsibilities of leading Rural Development with this new structure? It is a staff of 5,000, it is a loan portfolio of more than $225 billion, and for that to go straight up to you, the concern is just the attention that is going to be given to Rural Development. It is a big concern.","No, I can't handle all that myself. We are going to have an Assistant Secretary directly reporting to me that will be the go-to person. If it makes you feel better to call that person ""Under Secretary"" then enjoy that, but that person is going to have not only the responsibility of managing that portfolio, doing what we were doing that way, but also having direct access so we can move quickly and nimbly with a vision of improving rural America. So that is important. That person will be Senate-confirmed in that area, so you will have an opportunity to visit with that person and ask them all those questions of their commitment and passion to Rural Development.",Apprehension,,,10,,100,,,,,Friendliness,Optimism,,10,,100,,5,,70,"('Optimism',)"
CHRG-115hhrg25545,XJrB,35,"Once again, my name is Jimmy Panetta. I represent the Central Coast of California; what my colleagues know as, based on my advertising, and I will tell you, the salad bowl of the world. We have plenty of specialty crops in that area. And this point I will be so brash as to personally invite you out to the Central Coast of California so that you can reinforce your understanding of specialty crops, and also what it takes to harvest these specialty crops. And what I mean by that, and what you know and what you have heard, is labor, and that has been an issue. Obviously, California, like Georgia, experienced some droughts, especially one in the past few years, excluding this year, thankfully. But even during that drought, the number one issue for our people in agriculture, especially on the Central Coast, was immigration, was labor force. And now, based on the political atmosphere in this country, based on the changing socioeconomic atmosphere in Mexico and southern Central America, and based on Congress' failure to do anything on immigration since 1986, it is not just an issue, it is an emergency. And I tell you, every single person that I speak to in agriculture, farmer to farmworker, they will tell you that the lack of labor force is the number one most pressing issue that they are facing right now, and it is an emergency situation. I appreciate your statement during confirmation to Senator Gillibrand when she asked if you had a commitment to making sure that producers have access to farmworkers, and your response was, ""I will commit that to you, Senator."" And then right away today, to Representative Costa, you said, ""I will help to provide a way forward when it comes to immigration and making sure that there is labor there to help us harvest our crops."" If I could, Mr. Secretary, could you please elaborate what your commitment is and how you will help provide a way forward?","Certainly. I smile because with your Western Growers the other day, we were talking about produce and melons and those kind of things, and we were talking about this very issue. And I said, well, when I grew up, we were a diversified row crop farm, but he loved truck farming, he loved melons, watermelons, cantaloupes, beans, and sweet corn, but I was his labor right there handling those watermelons, so I know what it takes to harvest them, and I know that it is very, very difficult to get domestic labor to do that any longer. And it is not really a matter of taking American jobs at any cost. We had a situation in Georgia where the legislature felt like they needed to have a tough immigration bill, and it really flushed out a lot of the harvest labor that we had there in Georgia. And there was an example where the Governor said we will let probationers do this, and so they did that for a day or so, but after about half a day the guys said can we go back to prison, because they just weren't willing to do that work. We understand it. The good news is the President understands as well. This roundtable that we had, I think he understands the contribution that immigrant labor has made to our fields and farms, in processing and other things. We know from poultry processing and other things, there is a lot of immigrant labor. When I said a way forward, I don't know that I can elaborate on the path today, but I have specifically hired a young woman who is a lawyer from Nebraska, who worked with Farm Bureau, whose expertise is in the farm labor. And what we want to do is to give to my boss in the Administration an opportunity and to thread the needle over this issue of how we utilize immigrant labor in this nation. I believe the heart is there, the how-to and the process right now is what we have to figure out, but I can tell you, trade, labor, regulations are job one, two, and three.",Apprehension,,,7,,100,,10,,100,Friendliness,Optimism,,10,,100,,10,,100,"('Optimism',)"
CHRG-115hhrg25545,XJrB,36,"Thank you, Mr. Chairman. Good morning, Mr. Secretary. How are you today? Mr. Secretary, you are a veterinarian by trade, and that Pennsylvania is the home of one of the greatest veterinarian schools in the nation; University of Penn. I was just visiting that school last week. Can you share the importance of veterinarian programs that you look to strengthen as it relates to our nation? I don't hear a lot about that, and obviously, I am really concerned. And also the aspect of diversity added to the element of veterinarian school.",Right.,Apprehension,,,10,,100,,,,,Acceptance,,,10,,100,,,,,"('Interest', 'Optimism')"
CHRG-115hhrg25545,XJrB,37,"And then the other question was, the Under Secretary was Senate-confirmed, and this would be appointed?",Our expectation is this Assistant Secretary will be confirmed as well.,Interest,,,10,,100,,,,,Acceptance,Optimism,,10,,100,,10,,100,"('Serenity',)"
CHRG-115hhrg25545,XJrB,38,"Absolutely. On that note, H.R. 525 is something we have been working on for a while now. The Cuba Ag Exports Act actually removes the financial restrictions that you mentioned. Right now, we can sell ag products in Cuba, it is a cash up-front requirement that is really an impediment to fully realizing the potential of that market for U.S. producers. Many of the Members on this Committee are cosponsors of that legislation, including the Chairman and the Ranking Member. And I hope that you would be able to review that and endorse that bill because we want to try to move that forward as quickly as we can, provide greater market access?","As I said, that is something I would be supportive of. If folks around the world need private credit to buy our products, I am all for that. I probably would have some personal concern if we were doing public credit to the Nation of Cuba.",Optimism,,,10,,100,,,,,Apprehension,Optimism,,10,,100,,5,,70,"('Apprehension', 'Optimism')"
CHRG-115hhrg25545,XJrB,39,"Well, we appreciate that. In addition, we have a large cattle industry in and around my district, including the largest herd in the nation at Deseret Ranch, and we appreciate your commitment to help modernize the North American FMD vaccine bank. I do want to bring to your attention what you may already know, we had a small screwworm outbreak in the Keys, which was a pretty strange place for that to happen. While that is under control, it just highlights that we still have risk to Florida cattle. And one other thing I know my local cattle ranchers will be sending you an invite to the RAM Rodeo in Osceola County. I encourage you to come along if you can make it, or one of our others. It is part of our tradition there. The other issue I wanted to bring up is there has been reports that foreign farmers are bringing in fruits and vegetables labeled as organic, that are not organic. And in Florida, we are working on protecting a fruit and vegetable industry that is really struggling under low wages coming through areas like Mexico and Central America. It is a twofold question. What do you think we can do to assist in making sure organic means just that, particularly from foreign commodities, and what do you think we could do within the NAFTA confines to trigger higher wages under the existing provisions of NAFTA in Mexico and other areas?","Regarding the organic issue, certainly, that has become a valuable brand as we see the growth from consumers wanting more of that. The way the oversight works on that from USDA is we authorize or legitimize the certifiers; many times state agencies, to go out and make sure the principles and the processes and the programs that define organic are being carried out. As you might imagine, that is not a 24/7-type inspection. It works much like the Environmental Protection Agency authorizes state EPDs to work in that regard as well. That is a challenge. Our goal is to have better education of these authorizing certifiers, and to maybe do some auditing out here, not only of the certifiers, but on the ground as well, to do that. We want to jealously guard the legitimate. And there is some legitimate concern regarding cheaters coming into the country with organic labels, that aren't following organic processes. It is a very important responsibility of USDA. We have to leverage that because there is no way for USDA to have enough inspectors on the ground everywhere to certify organics. But in working with our authorized certifiers, and we will just try to do a better job in making sure those people who are violating the rules are not allowed to continue to do that.",Apprehension,Optimism,,10,,100,,5,,70,Acceptance,Optimism,,10,,100,,5,,30,"('Interest', 'Optimism')"
CHRG-115hhrg25545,XJrB,40,"I represent northwest Florida, but one of the things that is interesting, within my district, one in every four Floridians have been on SNAP at some point over the last 12 months; twice the national average. And so what level of commitment do you see that we can give to those of us in Congress that have this kind of food insecurity in our area to either enhance the SNAP program? And I was very interested in some of the information that you talked about earlier about education, when someone said about what do people have in their baskets in the grocery store, because growing up in a rural area in a community involved in a lot of farming, all of us as kids, wanted candy and different things in their basket, as a part of what kids actually do. How would you advise food banks to prepare for the added demand if SNAP gets cuts in the farm bill?","One of the ways, what you indicated in your district, what we need to educate people on is that SNAP usage is just not in urban areas, we have a huge rural utilization of SNAP as well in those areas, and the good thing about using those fresh fruits and vegetables you all grow down there is extremely helpful. Food banks, one of the things we can do in food banks is develop a wonderful, progressive food waste program where many of these foods we ought to be ashamed as a nation over our waste of some products, while some people go hungry. Developing programs where we can coordinate with our food banks in these under-served areas with safe food waste issues, policies that make sense, and maybe removing some of the things that don't make sense, maybe one of the areas we can work on together.",Apprehension,,,10,,100,,,,,Optimism,Pensiveness,,10,,100,,3,,70,"('Optimism',)"
CHRG-115hhrg25545,XJrB,41,"Thank you, Mr. Chairman. Good morning, Secretary Perdue. Your presence is greatly appreciated here this morning. I represent Tennessee's Fourth Congressional District. It is home to the National Tennessee Walking Horse Celebration, with a nationwide economic impact of approximately $3.2 billion. The Tennessee Walking Horse industry directly or indirectly employs over 20,000 people in largely rural areas in farming communities where economic hardship is commonplace. The previous Administration obstructed progress and refused to cooperate with the industry to develop scientific inspection methods to replace the current subjective methods that were prone to error. Can folks in Tennessee count on you to be supportive of the Walking Horse industry, and facilitate scientific and objective inspection methods to eliminate soring so that people can continue to enjoy this time-honored tradition?","Certainly. I would love to comment on that. As you know, we have delayed that rule in order that we can get the facts about that. Beautiful horses, beautiful animals, but we have to balance that with our humane treatment. That is what APHIS does. For the reputation of the wonderful people in the Walking Horse industry, they want the bad actors out as much as anyone does. That is what we hope to have as a regulatory protocol that will ensure how the enforcement operates in that, how that is done, best assures the public that these animals are not being treated inhumanely in order for them to perform. I welcome that.",Optimism,,,10,,100,,,,,Acceptance,Apprehension,,10,,100,,5,,70,"('Apprehension', 'Optimism')"
CHRG-115hhrg25545,XJrB,42,"Great. Great. I appreciate that. Thank you. And briefly, in order to make up for the lack of labor, does the USDA plan on any sort of investment in agriculture technology and ways forward?","Yes. It is interesting, I gave those guys the same example of that. While we have the wonderful land-grant institutions that Congressman Scott talked about, we have also got some technology schools that are using great processing technology, harvest technology, and preserving technology that make a lot of sense. We are going to look at where our research dollars go. If it makes sense to have a processing, harvesting part of the whole supply chain to benefit agriculture, we will do that. Our example in Georgia, as Congressman Scott knows, is that while our primary land-grants; University of Georgia as well as Fort Valley State, Georgia Tech Engineering School does a lot of work with poultry processing, and how to make that more efficient and better. Those are the types of things we want to look at to make sure that we use those research dollars wisely, not just maybe in the basic production or applied production sides, but how we get that product in a safe, palatable way to the consumer.",Interest,,,10,,100,,,,,,Pensiveness,,7,,50,,4,,70,"('Optimism',)"
CHRG-115hhrg25545,XJrB,43,Can you speak a little bit to that?,"Well, when it comes to food safety, Congressman, there is a zero tolerance policy, and that is what Americans expect, that is what we have come to benefit from, and the veterinary profession is intimately involved in that. When I graduated from veterinary school in 1971, I had volunteered for an assignment in the United States Air Force. I don't know that I realized that that would be a food safety and public health mission there. When I served in Ohio it was food safety and public health, and I learned a broad perspective of how important that was. The food safety industry and profession had not matured at that time in the 1970s, but I learned a lot about it, was trained in that area. We have great veterinarians in our inspection services all over. And while you are correct, your veterinary school in Pennsylvania is one of the renowned ones, along with Iowa State, Kansas, and others, along with my alma mater, University of Georgia, have done a great job putting out professionals who are part of that food safety network. We have also got great career professionals in USDA under the guidance of veterinarians who are doing great work in that. Much of the foodborne illness you see happens after that in the supply chain, delivery, in restaurants, and others, but we are committed to a zero tolerance policy to make sure that the food that Americans feed their families are safe.",Interest,,,10,,100,,,,,Optimism,Apprehension,,10,,100,,3,,50,"('Optimism',)"
CHRG-115hhrg25545,XJrB,44,Confirmed as well?,Yes.,Interest,Optimism,,10,,100,,10,,100,Acceptance,,,10,,100,,,,,"('Pensiveness',)"
CHRG-115hhrg25545,XJrB,45,"Absolutely. I share that sentiment. The bill is written to address that very provision, that it is strictly a private transaction with no taxpayer backstop, and that is important to note. To go back to cotton real quick. I just want to echo the concerns of the Chairman in regards to the problems that we are facing in cotton country. We are behind you by one, we are number three in cotton and Georgia is number two, and the Chairman will claim credit for Texas being number one in cotton production, but we are all in this together. And cotton producers need relief, and they need it yesterday. And, when we start to lose our gin infrastructure, as the old saying goes, ""You can cut down an oak tree in 5 minutes but it takes a long time to grow it back."" And so as we start to see our ginning infrastructure disappear it is going to have an impact on our rural economies, and in the broader sense on our economy and state in general. I hope that, as you have indicated, and I am sure you will, use every tool at your disposal to help us address that issue of the cotton producers belt-wide?","Thank you, sir. I haven't told the Chairman yet, but our Chief Economist just said Georgia was number one in cotton.",Optimism,,,10,,100,,,,,Submission,Friendliness,,3,,10,,10,,100,"('Apprehension',)"
CHRG-115hhrg25545,XJrB,46,"And then on the wage disparity through NAFTA in Mexico, and then also in other trade treaties in Central and South America, how could we help make sure that our agriculture products and fruits and vegetables can be competitive under existing provisions?","Certainly, our vegetable and our produce section of agriculture, and your people in south Florida and the growers in Florida have maybe been the ones that have not benefitted as much from NAFTA as the rice or the grain, the grain producers, or even dairy in that way. It is a real challenge, but most of the challenge comes from the countercyclical culture of growth. I mean they are lower in the hemisphere than we are, and can grow things different seasonally in that way. But we have to make sure that the safety of those products is just what we insist on in our American producers as well. And as regarding NAFTA negotiations, my hope and my advocacy will be that we don't go backward in that. But you see, that is one of the areas where we probably can improve our position vis-a-vis Mexico, with regarding fruits and vegetables.",Optimism,,,10,,100,,,,,Acceptance,Optimism,,10,,100,,10,,100,"('Optimism',)"
CHRG-115hhrg25545,XJrB,47,"Right. And early on, Congressman Scott spoke about the 1890 institutions, and I happen to represent Florida A&M University that is one of them. And in the early years, there was quite a great deal of interest in agriculture and people returning. In fact, my father-in-law was the farm manager at the university. And it was a great deal of interest to students who were coming out. When I came up, as you say, I was in the FFA, 4-H club, and all of those areas that help you get very acquainted with farm products, growing cattle and poultry, and so forth. But they have been under-funded, and I really feel similar, and I know you have an institution in Georgia, which is right across the line, that we really can enhance that opportunity for students that are going in. You made a statement earlier about, if you don't have these right here, these cell phones and other activities, that is what the young people really need, and the technology that goes along with it. My question is what can we do when working on the farm bill to make sure that we engage those institutions more with the funding they need to develop more farmers? My father-in-law was at Tuskegee where they did a lot of research with the peanuts and all this other stuff. And so that sets the mould for the future of feeding everyone like you talked about, but those institutions need to get more engaged.",You represent the Rattlers?,Acceptance,Interest,,3,,60,,10,,100,Distraction,,,10,,100,,,,,"('Disapproval', 'Pensiveness')"
CHRG-115hhrg25545,XJrB,48,"All right. We look forward to working with you on that. The Tennessee Cattlemen's Association appreciates the establishment of an Under Secretary for Trade position created in the 2014 Farm Bill. How are the bilateral agreements progressing with the countries that have been part of the TPP agreement? And many of these countries, as you know, offer significant market opportunities for U.S. beef, and I hope that under your leadership we can count on you to negotiate these bilateral agreements.","Well, certainly, the two great wins in that area is American beef back into Brazil already, already the first shipment, and I hope we will be able to announce very soon and show you a picture of U.S. beef going into China, which is a huge market. I think your cattlemen are looking forward to that. There are technical issues to continue to resolve when dealing with some of the international buyers. It is the Yogi Berra philosophy, ""It ain't over until it is over."" That is what we are working on.",Optimism,,,10,,100,,,,,Optimism,,,10,,100,,,,,"('Apprehension', 'Pensiveness', 'Optimism')"
